subject,latitude,longitude
Transportation - Traffic Division,42.2845,-71.0726
Public Works Department,42.2879,-71.0788
Public Works Department,42.3724,-71.0350
Mayor's 24 Hour Hotline,42.3076,-71.0633
Mayor's 24 Hour Hotline,42.3411,-71.0829
Public Works Department,42.3600,-71.0699
Public Works Department,42.3341,-71.0339
Public Works Department,42.2831,-71.0639
Public Works Department,42.3594,-71.0587
Public Works Department,42.2608,-71.1230
Public Works Department,42.2717,-71.1302
Public Works Department,42.3594,-71.0587
Public Works Department,42.2843,-71.1427
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.2496,-71.1445
Boston Water & Sewer Commission,42.2985,-71.0865
Inspectional Services,42.2868,-71.0672
Public Works Department,42.3505,-71.0665
Public Works Department,42.2977,-71.1155
Inspectional Services,42.3594,-71.0587
Transportation - Traffic Division,42.3368,-71.0303
Mayor's 24 Hour Hotline,42.3383,-71.0792
Public Works Department,42.2769,-71.1226
Public Works Department,42.2703,-71.1171
Public Works Department,42.3643,-71.0656
Public Works Department,42.3594,-71.0587
Public Works Department,42.3161,-71.0890
Public Works Department,42.3574,-71.0716
Transportation - Traffic Division,42.3457,-71.0418
Transportation - Traffic Division,42.3455,-71.0416
Transportation - Traffic Division,42.3300,-71.0931
Public Works Department,42.3594,-71.0587
Public Works Department,42.3137,-71.0847
Public Works Department,42.3594,-71.0587
Public Works Department,42.3104,-71.0753
Public Works Department,42.3789,-71.0389
Inspectional Services,42.2429,-71.1431
Public Works Department,42.3594,-71.0587
Property Management,42.3005,-71.0593
Public Works Department,42.3348,-71.0435
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.2859,-71.1354
Public Works Department,42.3161,-71.0890
Public Works Department,42.3331,-71.0500
Transportation - Traffic Division,42.3213,-71.0806
Transportation - Traffic Division,42.3340,-71.0417
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3348,-71.0444
Transportation - Traffic Division,42.2977,-71.1155
Public Works Department,42.3786,-71.0347
Inspectional Services,42.3317,-71.0998
Public Works Department,42.3464,-71.0890
Public Works Department,42.2931,-71.0743
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3006,-71.0671
Public Works Department,42.2741,-71.0850
Public Works Department,42.3001,-71.0808
Public Works Department,42.2610,-71.1147
Transportation - Traffic Division,42.2854,-71.1540
Inspectional Services,42.3594,-71.0587
Public Works Department,42.2915,-71.1225
Public Works Department,42.3585,-71.1316
Parks & Recreation Department,42.2871,-71.1589
Transportation - Traffic Division,42.3417,-71.0910
Public Works Department,42.3630,-71.0527
Public Works Department,42.2616,-71.1509
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3451,-71.0802
Public Works Department,42.3115,-71.0774
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2996,-71.0720
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3090,-71.0500
Public Works Department,42.3499,-71.0908
Public Works Department,42.3705,-71.0373
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3141,-71.0969
Transportation - Traffic Division,42.2984,-71.0726
Transportation - Traffic Division,42.3747,-71.0352
Public Works Department,42.2813,-71.1208
Public Works Department,42.3594,-71.0587
Public Works Department,42.3507,-71.1399
Parks & Recreation Department,42.2957,-71.0653
Public Works Department,42.3512,-71.1403
Public Works Department,42.3493,-71.1322
Inspectional Services,42.2847,-71.0719
Public Works Department,42.3128,-71.0998
Transportation - Traffic Division,42.3437,-71.0790
Public Works Department,42.3755,-71.0639
Public Works Department,42.3757,-71.0323
Transportation - Traffic Division,42.2978,-71.1154
Transportation - Traffic Division,42.3170,-71.0778
Mayor's 24 Hour Hotline,42.3642,-71.0605
Public Works Department,42.3297,-71.0648
Property Management,42.3594,-71.0587
Public Works Department,42.2576,-71.1239
Public Works Department,42.3122,-71.0983
Public Works Department,42.2603,-71.1577
Transportation - Traffic Division,42.3315,-71.0412
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2948,-71.0688
Public Works Department,42.3421,-71.0863
Inspectional Services,42.2845,-71.0522
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3144,-71.0558
Transportation - Traffic Division,42.2900,-71.0625
Transportation - Traffic Division,42.3113,-71.1147
Public Works Department,42.2735,-71.0781
Public Works Department,42.3594,-71.0587
Property Management,42.3425,-71.0785
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2833,-71.1309
Public Works Department,42.3355,-71.0503
Public Works Department,42.3594,-71.0587
Public Works Department,42.2840,-71.1344
Inspectional Services,42.2830,-71.1584
Public Works Department,42.3146,-71.0983
Public Works Department,42.3416,-71.0859
Public Works Department,42.2960,-71.0873
Transportation - Traffic Division,42.3110,-71.1028
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.2773,-71.1523
Public Works Department,42.3594,-71.0587
Public Works Department,42.3411,-71.0789
Parks & Recreation Department,42.3603,-71.0583
Inspectional Services,42.2818,-71.0745
Transportation - Traffic Division,42.3182,-71.0596
Public Works Department,42.2871,-71.0636
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3305,-71.0829
Mayor's 24 Hour Hotline,42.3374,-71.0746
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.2999,-71.0733
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3744,-71.0638
Inspectional Services,42.3293,-71.0836
Public Works Department,42.2885,-71.0907
Public Works Department,42.3394,-71.0795
Public Works Department,42.3594,-71.0587
Public Works Department,42.2722,-71.1704
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Parks & Recreation Department,42.3448,-71.0983
Inspectional Services,42.3309,-71.0429
Transportation - Traffic Division,42.3415,-71.0782
Boston Water & Sewer Commission,42.3594,-71.0587
Transportation - Traffic Division,42.3097,-71.0577
Transportation - Traffic Division,42.2651,-71.1120
Transportation - Traffic Division,42.3772,-71.0632
Public Works Department,42.3829,-71.0554
Public Works Department,42.3528,-71.1621
Transportation - Traffic Division,42.3297,-71.0924
Transportation - Traffic Division,42.3887,-71.0018
Public Works Department,42.3426,-71.0715
Transportation - Traffic Division,42.3295,-71.0905
Transportation - Traffic Division,42.3807,-71.0685
Transportation - Traffic Division,42.3330,-71.0363
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.2977,-71.1155
Transportation - Traffic Division,42.3342,-71.0269
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Boston Police Department,42.3401,-71.0820
Boston Police Department,42.3516,-71.1233
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3432,-71.0802
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.2645,-71.1541
Mayor's 24 Hour Hotline,42.3301,-71.0726
Public Works Department,42.3594,-71.0587
Public Works Department,42.3840,-71.0141
Transportation - Traffic Division,42.2873,-71.1267
Public Works Department,42.3123,-71.0517
Transportation - Traffic Division,42.3421,-71.0686
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3563,-71.1577
Public Works Department,42.2705,-71.1476
Mayor's 24 Hour Hotline,42.3421,-71.0828
Public Works Department,42.2875,-71.0715
Public Works Department,42.3422,-71.1588
Transportation - Traffic Division,42.3006,-71.1128
Public Works Department,42.3594,-71.0587
Public Works Department,42.2864,-71.0779
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3369,-71.0740
Public Works Department,42.2904,-71.1255
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Public Works Department,42.3155,-71.0659
Transportation - Traffic Division,42.3338,-71.0965
Public Works Department,42.3528,-71.1621
Transportation - Traffic Division,42.2773,-71.1707
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3043,-71.0650
Public Works Department,42.3640,-71.0517
Mayor's 24 Hour Hotline,42.3129,-71.0640
Public Works Department,42.2982,-71.1143
Public Works Department,42.3594,-71.0587
Public Works Department,42.2992,-71.1138
Transportation - Traffic Division,42.3070,-71.0603
Transportation - Traffic Division,42.3594,-71.0587
Property Management,42.3671,-71.0527
Transportation - Traffic Division,42.3646,-71.0340
Public Works Department,42.3592,-71.0672
Public Works Department,42.3594,-71.0587
Public Works Department,42.3384,-71.0713
Public Works Department,42.2873,-71.0740
Public Works Department,42.2871,-71.0714
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3354,-71.0270
Public Works Department,42.3145,-71.0746
Public Works Department,42.3269,-71.0923
Transportation - Traffic Division,42.3641,-71.0306
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3074,-71.0611
Transportation - Traffic Division,42.3733,-71.0615
Public Works Department,42.3486,-71.1568
Public Works Department,42.3508,-71.1623
Transportation - Traffic Division,42.3145,-71.0846
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.2781,-71.0938
Inspectional Services,42.2995,-71.1136
Public Works Department,42.3436,-71.0733
Inspectional Services,42.3594,-71.0587
Public Works Department,42.3339,-71.1089
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3366,-71.0447
Public Works Department,42.3151,-71.0949
Public Works Department,42.3733,-71.0351
Parks & Recreation Department,42.2744,-71.1341
Public Works Department,42.3374,-71.0746
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3439,-71.1445
Mayor's 24 Hour Hotline,42.3594,-71.0587
Inspectional Services,42.3011,-71.0710
Parks & Recreation Department,42.3828,-71.0295
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3238,-71.0756
Property Management,42.3594,-71.0587
Parks & Recreation Department,42.2838,-71.1439
Public Works Department,42.3871,-71.0068
Transportation - Traffic Division,42.2942,-71.1616
Mayor's 24 Hour Hotline,42.3353,-71.0843
Public Works Department,42.2875,-71.0731
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3448,-71.1471
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3372,-71.0496
Transportation - Traffic Division,42.2843,-71.0930
Transportation - Traffic Division,42.3345,-71.0412
Public Works Department,42.3375,-71.0775
Transportation - Traffic Division,42.3887,-71.0020
Mayor's 24 Hour Hotline,42.3414,-71.0811
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2689,-71.1492
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.2994,-71.0611
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2787,-71.0707
Property Management,42.3425,-71.0785
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3751,-71.0359
Transportation - Traffic Division,42.2928,-71.0594
Transportation - Traffic Division,42.2945,-71.0512
Public Works Department,42.3100,-71.0719
Animal Control,42.2995,-71.0619
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3794,-71.0389
Public Works Department,42.3043,-71.1164
Public Works Department,42.3794,-71.0389
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3151,-71.0988
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3140,-71.0348
Inspectional Services,42.3379,-71.0802
Public Works Department,42.3578,-71.1276
Inspectional Services,42.3594,-71.0587
Public Works Department,42.3325,-71.0666
Public Works Department,42.2855,-71.0538
Public Works Department,42.3594,-71.0587
Public Works Department,42.3019,-71.1669
Transportation - Traffic Division,42.3659,-71.0633
Transportation - Traffic Division,42.2432,-71.1242
Public Works Department,42.2749,-71.1345
Public Works Department,42.2861,-71.0945
Public Works Department,42.3364,-71.1508
Public Works Department,42.3557,-71.1642
Public Works Department,42.2947,-71.0840
Transportation - Traffic Division,42.2993,-71.0646
Parks & Recreation Department,42.3594,-71.0587
